Generation,Max Fitness,Chosen Individual Loss,Avg Fitness,Avg Loss,Best Loss
1,0.03374533671244971,29.628451665242512,0.010109533138086184,420.59231884182503,29.628451665242512
2,0.03542708100802255,28.216316413879394,0.01691488712255532,131.53157523797483,28.216316413879394
3,0.03888575650718284,25.709984588623048,0.019849790693193745,130.35052664750287,25.709984588623048
4,0.03888575650718284,25.709984588623048,0.020447106001384066,116.17613009498234,28.219853782653807
5,0.04212821024200725,23.72964096069336,0.018593143159389952,146.85520307190563,23.72964096069336
6,0.04212821024200725,23.72964096069336,0.02038854598951277,124.25369739921724,24.084094365437824
7,0.04212821024200725,23.72964096069336,0.016620292043911408,157.87502905917006,28.275508244832356
8,0.04212821024200725,23.72964096069336,0.022268532939284803,114.99130088001692,24.963533210754395
9,0.04212821024200725,23.72964096069336,0.020944415312208323,117.27788201546183,26.949153264363606
10,0.04212821024200725,23.72964096069336,0.0190246364092239,143.9583098950029,23.833256912231445
11,0.04589597496002247,21.777850532531737,0.019660724334698777,135.84017657844387,21.777850532531737
12,0.04589597496002247,21.777850532531737,0.018699926401295374,141.09898347659987,25.392598152160645
13,0.04589597496002247,21.777850532531737,0.02249386211379011,106.17326168916662,24.456351470947265
14,0.04589597496002247,21.777850532531737,0.017038919743273075,164.52365203909324,25.173544311523436
15,0.04589597496002247,21.777850532531737,0.01778260133103746,147.67621602817457,26.128835678100586
16,0.04589597496002247,21.777850532531737,0.020854098625819183,129.46501009156106,24.567984962463377
17,0.04589597496002247,21.777850532531737,0.014900773049177663,181.60989345109382,25.765021642049152
18,0.04589597496002247,21.777850532531737,0.01664794232130841,158.74734825860887,27.187677764892577
19,0.04589597496002247,21.777850532531737,0.022656406707675845,117.2737460934386,22.506376647949217
20,0.04589597496002247,21.777850532531737,0.022668122890006463,107.36490834424283,27.248638153076172
21,0.04589597496002247,21.777850532531737,0.020662668804701453,148.612976620473,25.189301872253417
22,0.04589597496002247,21.777850532531737,0.018807260027820006,142.14365656975986,26.29609031677246
23,0.04589597496002247,21.777850532531737,0.022482911552552224,111.17758725094959,27.36020278930664
24,0.04589597496002247,21.777850532531737,0.02603746312301253,80.08881246086692,24.42716255187988
25,0.04589597496002247,21.777850532531737,0.025479630631798252,102.07612072561874,26.2920352935791
26,0.04589597496002247,21.777850532531737,0.023370354725757457,108.73224512606252,23.979168510437013
27,0.04589597496002247,21.777850532531737,0.025449798038882497,94.29346321002154,22.24848175048828
28,0.04589597496002247,21.777850532531737,0.025232057174766457,87.21248982487893,24.426951599121093
29,0.04589597496002247,21.777850532531737,0.024870220348392112,86.53307139857286,27.078733444213867
30,0.04589597496002247,21.777850532531737,0.0206920211679932,123.8592737042174,23.0927433013916
31,0.04589597496002247,21.777850532531737,0.020427765103366906,121.8634600645831,27.4844913482666
32,0.04589597496002247,21.777850532531737,0.019951139199616743,128.76081220665756,26.53295555114746
33,0.04589597496002247,21.777850532531737,0.023284077240071005,109.56093815005556,22.49324264526367
34,0.04589597496002247,21.777850532531737,0.017382607674897594,161.1992441566623,23.928682327270508
35,0.04589597496002247,21.777850532531737,0.022944119881747063,105.85378801774006,25.700818634033205
36,0.04589597496002247,21.777850532531737,0.017621203510818285,149.93330328026596,24.515331268310547
37,0.04589597496002247,21.777850532531737,0.017353957748146017,161.67629703210324,26.4468412399292
38,0.04589597496002247,21.777850532531737,0.022288802480187105,109.25246010994425,26.51436080932617
39,0.04589597496002247,21.777850532531737,0.01726098848258457,162.07371877164258,23.995865249633788
40,0.04589597496002247,21.777850532531737,0.018638535913083863,152.4886635449468,25.20797119140625
41,0.04589597496002247,21.777850532531737,0.018605710501710608,147.09087984124008,24.092514991760254
