Generation,Max Fitness,Chosen Individual Loss,Avg Fitness,Avg Loss,Best Loss
1,63.88914909966507,0.0052849226631224155,12.082124716079079,0.5493470078661704,0.002091673988616094
2,63.88914909966507,0.0052849226631224155,21.745990270526587,0.40964583918999065,0.0009857858518955709
3,63.88914909966507,0.0052849226631224155,17.667515564299446,0.0942148022731999,0.0025207465514540672
4,63.88914909966507,0.0052849226631224155,12.454282519509757,0.264747723751275,0.0053642382263205945
5,63.88914909966507,0.0052849226631224155,15.13133658442643,0.14497724750105348,0.0018014319939538836
6,63.88914909966507,0.0052849226631224155,20.830596634986495,0.06548859952825445,0.0011538282269611955
7,63.88914909966507,0.0052849226631224155,15.19625560478144,0.12879321732729368,0.0038512349128723145
8,63.88914909966507,0.0052849226631224155,15.301628247382359,0.11904145272600712,0.0023893509060144424
9,63.88914909966507,0.0052849226631224155,14.146416812060885,0.26769727069352356,0.006912996061146259
10,63.88914909966507,0.0052849226631224155,13.686968435401372,0.2391180458849258,0.0031917018350213766
11,63.88914909966507,0.0052849226631224155,19.089024303898967,0.11259862930247826,0.002996661001816392
12,63.88914909966507,0.0052849226631224155,17.417784813341882,0.1227752445437898,0.0021879625564906746
13,63.88914909966507,0.0052849226631224155,16.430455942719355,0.13898678912248993,0.002254270715638995
14,63.88914909966507,0.0052849226631224155,17.708566288868855,0.2387051409756651,0.0
15,63.88914909966507,0.0052849226631224155,14.170682525122823,0.24586240887375815,0.002956577343866229
16,63.88914909966507,0.0052849226631224155,15.134458496753773,0.14302695515014383,0.004920894280076027
17,63.88914909966507,0.0052849226631224155,18.024746044977253,0.19050557721805358,0.0014256634749472141
18,63.88914909966507,0.0052849226631224155,14.36249874554484,0.19288634985913428,0.002800051588565111
19,63.88914909966507,0.0052849226631224155,15.067825341853052,0.23021801300014236,0.0019212720217183232
20,63.88914909966507,0.0052849226631224155,16.40454575589797,0.15486858843122514,0.004767165053635836
21,63.88914909966507,0.0052849226631224155,15.064878258747454,0.09772610766052896,0.003941236063838005
22,63.88914909966507,0.0052849226631224155,11.37634161403653,0.2104763050126482,0.004230951890349388
23,63.88914909966507,0.0052849226631224155,12.568932550536221,0.2749190902318425,0.004672225099056959
24,63.88914909966507,0.0052849226631224155,12.906974861578327,0.2893094151299827,0.008476086892187595
25,63.88914909966507,0.0052849226631224155,16.325072383733385,0.09817318063305348,0.004031261429190636
26,63.88914909966507,0.0052849226631224155,14.638929010958721,0.1602263017747627,0.004671708680689335
27,63.88914909966507,0.0052849226631224155,21.30519172137239,0.06852535839781773,0.00392706086859107
28,63.88914909966507,0.0052849226631224155,16.895501227590106,0.09752058893280598,0.0008307455573230982
29,63.88914909966507,0.0052849226631224155,17.797982653398545,0.09690622910762167,0.002057258039712906
30,63.88914909966507,0.0052849226631224155,17.19920460304071,0.16151262700025523,0.002960244659334421
31,63.88914909966507,0.0052849226631224155,15.605410609565444,0.17031984089170488,0.003139988984912634
